,OrderDate,ProductID,PromotionCode,DiscountAmount,Quantity,UnitPrice,ProductSKU,ProductName,ProductCategory,ItemGroup,KitType,Channels,Demographic,RetailPrice,Month,Year,Day,Season
9996,2018-04-30,8,SALE2017-04,19.55,3,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,4,2018,30,spring
9997,2018-04-30,9,NoPromo,0.0,9,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,4,2018,30,spring
9998,2018-04-30,9,SALE2017-04,15.4,1,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,4,2018,30,spring
9999,2018-04-30,10,NoPromo,0.0,29,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,4,2018,30,spring
10000,2018-04-30,10,SALE2017-04,6.8,4,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,4,2018,30,spring
10001,2018-04-30,11,NoPromo,0.0,10,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,4,2018,30,spring
10002,2018-04-30,12,NoPromo,0.0,8,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,4,2018,30,spring
10003,2018-04-30,12,SALE2017-04,12.7,1,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,4,2018,30,spring
10004,2018-04-30,13,NoPromo,0.0,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,4,2018,30,spring
10005,2018-04-30,14,ALOHA2017,55.46666666666666,8,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,4,2018,30,spring
10006,2018-04-30,14,NoPromo,0.0,267,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,4,2018,30,spring
10007,2018-04-30,14,SALE2017-04,24.968888888888888,57,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,4,2018,30,spring
10008,2018-04-30,16,NoPromo,0.0,15,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,4,2018,30,spring
10009,2018-04-30,16,SALE2017-04,2.0,1,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,4,2018,30,spring
10010,2018-04-30,17,NoPromo,0.0,1,118.95,4010-3CFP-I-3C,3CFP-I Helicopter,Fixed pitch,Helicopter,RTF,3,Beginner,149.95,4,2018,30,spring
10011,2018-04-30,18,NoPromo,0.0,24,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,4,2018,30,spring
10012,2018-04-30,18,SALE2017-04,11.200000000000001,11,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,4,2018,30,spring
10013,2018-04-30,19,NoPromo,0.0,5,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,4,2018,30,spring
10014,2018-04-30,19,SALE2017-04,21.0,2,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,4,2018,30,spring
10015,2018-05-01,1,NoPromo,0.0,1,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,1,spring
10016,2018-05-01,2,NoPromo,0.0,2,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,1,spring
10017,2018-05-01,2,SALE2017-05,7.9,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,1,spring
10018,2018-05-01,3,NoPromo,0.0,39,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,1,spring
10019,2018-05-01,3,SALE2017-05,4.0200000000000005,5,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,1,spring
10020,2018-05-01,4,NoPromo,0.0,3,175.94999999999996,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2018,1,spring
10021,2018-05-01,5,NoPromo,0.0,7,109.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2018,1,spring
10022,2018-05-01,6,NoPromo,0.0,7,285.95,2050-P47-5C,P47 5 Channel,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,1,spring
10023,2018-05-01,7,NoPromo,0.0,3,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,1,spring
10024,2018-05-01,7,SALE2017-05,22.1,2,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,1,spring
10025,2018-05-01,8,NoPromo,0.0,13,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,1,spring
10026,2018-05-01,8,SALE2017-05,32.6,2,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,1,spring
10027,2018-05-01,9,NoPromo,0.0,15,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,1,spring
10028,2018-05-01,9,SALE2017-05,6.2,1,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,1,spring
10029,2018-05-01,10,NoPromo,0.0,19,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2018,1,spring
10030,2018-05-01,11,NoPromo,0.0,12,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,1,spring
10031,2018-05-01,12,NoPromo,0.0,25,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,1,spring
10032,2018-05-01,12,SALE2017-05,31.8,1,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,1,spring
10033,2018-05-01,13,NoPromo,0.0,10,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,1,spring
10034,2018-05-01,13,SALE2017-05,12.4,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,1,spring
10035,2018-05-01,14,NoPromo,0.0,194,458.95000000000005,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,1,spring
10036,2018-05-01,14,SALE2017-05,43.973076923076924,66,458.94999999999993,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,1,spring
10037,2018-05-01,16,NoPromo,0.0,9,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,1,spring
10038,2018-05-01,16,SALE2017-05,3.0,3,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,1,spring
10039,2018-05-01,17,NoPromo,0.0,1,118.95,4010-3CFP-I-3C,3CFP-I Helicopter,Fixed pitch,Helicopter,RTF,3,Beginner,149.95,5,2018,1,spring
10040,2018-05-01,18,NoPromo,0.0,16,119.95000000000002,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2018,1,spring
10041,2018-05-01,19,NoPromo,0.0,8,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,5,2018,1,spring
10042,2018-05-01,19,SALE2017-05,5.6,1,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,5,2018,1,spring
10043,2018-05-02,1,NoPromo,0.0,3,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,2,spring
10044,2018-05-02,2,NoPromo,0.0,2,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,2,spring
10045,2018-05-02,3,NoPromo,0.0,39,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,2,spring
10046,2018-05-02,3,SALE2017-05,6.666666666666667,5,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,2,spring
10047,2018-05-02,4,NoPromo,0.0,5,175.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2018,2,spring
10048,2018-05-02,5,NoPromo,0.0,4,109.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2018,2,spring
10049,2018-05-02,6,NoPromo,0.0,5,285.95,2050-P47-5C,P47 5 Channel,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,2,spring
10050,2018-05-02,7,NoPromo,0.0,1,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,2,spring
10051,2018-05-02,7,SALE2017-05,25.22857142857143,10,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,2,spring
10052,2018-05-02,8,NoPromo,0.0,13,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,2,spring
10053,2018-05-02,8,SALE2017-05,9.75,3,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,2,spring
10054,2018-05-02,9,NoPromo,0.0,5,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,2,spring
10055,2018-05-02,10,NoPromo,0.0,17,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2018,2,spring
10056,2018-05-02,10,SALE2017-05,17.1,1,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2018,2,spring
10057,2018-05-02,11,NoPromo,0.0,14,185.94999999999996,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,2,spring
10058,2018-05-02,12,NoPromo,0.0,39,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,2,spring
10059,2018-05-02,13,NoPromo,0.0,10,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,2,spring
10060,2018-05-02,13,SALE2017-05,30.9,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,2,spring
10061,2018-05-02,14,NoPromo,0.0,219,458.95000000000005,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,2,spring
10062,2018-05-02,14,SALE2017-05,41.94864864864864,46,458.94999999999993,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,2,spring
10063,2018-05-02,16,NoPromo,0.0,10,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,2,spring
10064,2018-05-02,16,SALE2017-05,2.5555555555555554,10,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,2,spring
10065,2018-05-02,18,NoPromo,0.0,15,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2018,2,spring
10066,2018-05-02,18,SALE2017-05,4.8,2,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2018,2,spring
10067,2018-05-02,19,NoPromo,0.0,7,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,5,2018,2,spring
10068,2018-05-03,1,NoPromo,0.0,3,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,3,spring
10069,2018-05-03,1,SALE2017-05,2.9,1,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,3,spring
10070,2018-05-03,2,NoPromo,0.0,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,3,spring
10071,2018-05-03,2,SALE2017-05,7.9,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,3,spring
10072,2018-05-03,3,NoPromo,0.0,47,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,3,spring
10073,2018-05-03,3,SALE2017-05,6.175,5,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,3,spring
10074,2018-05-03,4,NoPromo,0.0,3,175.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2018,3,spring
10075,2018-05-03,5,NoPromo,0.0,7,109.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2018,3,spring
10076,2018-05-03,5,SALE2017-05,4.4,1,109.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2018,3,spring
10077,2018-05-03,7,NoPromo,0.0,8,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,3,spring
10078,2018-05-03,7,SALE2017-05,16.55,3,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,3,spring
10079,2018-05-03,8,NoPromo,0.0,9,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,3,spring
10080,2018-05-03,8,SALE2017-05,16.3,2,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,3,spring
10081,2018-05-03,9,NoPromo,0.0,10,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,3,spring
10082,2018-05-03,9,SALE2017-05,10.8,2,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,3,spring
10083,2018-05-03,10,NoPromo,0.0,29,170.94999999999996,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2018,3,spring
10084,2018-05-03,11,NoPromo,0.0,11,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,3,spring
10085,2018-05-03,11,SALE2017-05,7.4,1,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,3,spring
10086,2018-05-03,12,NoPromo,0.0,29,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,3,spring
10087,2018-05-03,12,SALE2017-05,12.7,1,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,3,spring
10088,2018-05-03,13,NoPromo,0.0,4,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,3,spring
10089,2018-05-03,13,SALE2017-05,30.9,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,3,spring
10090,2018-05-03,14,NoPromo,0.0,223,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,3,spring
10091,2018-05-03,14,SALE2017-05,31.152173913043477,58,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,3,spring
10092,2018-05-03,16,NoPromo,0.0,19,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,3,spring
10093,2018-05-03,16,SALE2017-05,3.5,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,3,spring
10094,2018-05-03,17,NoPromo,0.0,2,118.95,4010-3CFP-I-3C,3CFP-I Helicopter,Fixed pitch,Helicopter,RTF,3,Beginner,149.95,5,2018,3,spring
10095,2018-05-03,18,NoPromo,0.0,16,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2018,3,spring
10096,2018-05-03,18,SALE2017-05,7.199999999999999,3,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2018,3,spring
10097,2018-05-03,19,NoPromo,0.0,4,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,5,2018,3,spring
10098,2018-05-03,19,SALE2017-05,5.6,1,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,5,2018,3,spring
10099,2018-05-04,1,NoPromo,0.0,3,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,4,spring
10100,2018-05-04,1,SALE2017-05,2.9,1,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,4,spring
10101,2018-05-04,2,NoPromo,0.0,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,4,spring
10102,2018-05-04,2,SALE2017-05,7.9,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,4,spring
10103,2018-05-04,3,NoPromo,0.0,44,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,4,spring
10104,2018-05-04,3,SALE2017-05,6.433333333333334,8,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,4,spring
10105,2018-05-04,4,NoPromo,0.0,13,175.94999999999996,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2018,4,spring
10106,2018-05-04,4,SALE2017-05,7.1,1,175.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2018,4,spring
10107,2018-05-04,5,NoPromo,0.0,3,109.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2018,4,spring
10108,2018-05-04,6,NoPromo,0.0,5,285.95,2050-P47-5C,P47 5 Channel,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,4,spring
10109,2018-05-04,6,SALE2017-05,28.6,2,285.95,2050-P47-5C,P47 5 Channel,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,4,spring
10110,2018-05-04,7,NoPromo,0.0,4,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,4,spring
10111,2018-05-04,8,NoPromo,0.0,8,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,4,spring
10112,2018-05-04,8,SALE2017-05,6.5,1,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,4,spring
10113,2018-05-04,9,NoPromo,0.0,13,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,4,spring
10114,2018-05-04,10,NoPromo,0.0,23,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2018,4,spring
10115,2018-05-04,11,NoPromo,0.0,11,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,4,spring
10116,2018-05-04,12,NoPromo,0.0,25,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,4,spring
10117,2018-05-04,12,SALE2017-05,19.066666666666666,3,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,4,spring
10118,2018-05-04,13,NoPromo,0.0,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,4,spring
10119,2018-05-04,13,SALE2017-05,24.73333333333333,3,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2018,4,spring
10120,2018-05-04,14,NoPromo,0.0,241,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,4,spring
10121,2018-05-04,14,SALE2017-05,42.939552238805966,85,458.95,3050-THeli-MaxPro-6C,Tailspin Heli - Max Pro Flight - 6ch,Collective pitch,Helicopter,KIT,6,Professional,579.55,5,2018,4,spring
10122,2018-05-04,16,NoPromo,0.0,14,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,4,spring
10123,2018-05-04,16,SALE2017-05,2.0,3,49.95000000000001,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2018,4,spring
10124,2018-05-04,17,NoPromo,0.0,1,118.95,4010-3CFP-I-3C,3CFP-I Helicopter,Fixed pitch,Helicopter,RTF,3,Beginner,149.95,5,2018,4,spring
10125,2018-05-04,18,NoPromo,0.0,7,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2018,4,spring
10126,2018-05-04,19,NoPromo,0.0,2,139.95,4030-4CFP-I-4C,4CFP-I Helicopter,Fixed pitch,Helicopter,RTF,4,Beginner,176.35,5,2018,4,spring
10127,2018-05-05,1,NoPromo,0.0,1,71.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2018,5,spring
10128,2018-05-05,2,NoPromo,0.0,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,5,spring
10129,2018-05-05,2,SALE2017-05,7.9,1,196.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2018,5,spring
10130,2018-05-05,3,NoPromo,0.0,41,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,5,spring
10131,2018-05-05,3,SALE2017-05,3.1,5,76.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2018,5,spring
10132,2018-05-05,4,NoPromo,0.0,7,175.94999999999996,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2018,5,spring
10133,2018-05-05,5,NoPromo,0.0,5,109.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2018,5,spring
10134,2018-05-05,6,NoPromo,0.0,2,285.95,2050-P47-5C,P47 5 Channel,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,5,spring
10135,2018-05-05,6,SALE2017-05,28.6,1,285.95,2050-P47-5C,P47 5 Channel,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,5,spring
10136,2018-05-05,7,NoPromo,0.0,6,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,5,spring
10137,2018-05-05,7,SALE2017-05,27.6,1,275.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2018,5,spring
10138,2018-05-05,8,NoPromo,0.0,15,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,5,spring
10139,2018-05-05,8,SALE2017-05,16.3,1,162.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2018,5,spring
10140,2018-05-05,9,NoPromo,0.0,11,153.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2018,5,spring
10141,2018-05-05,10,NoPromo,0.0,26,170.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2018,5,spring
10142,2018-05-05,11,NoPromo,0.0,15,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,5,spring
10143,2018-05-05,11,SALE2017-05,13.0,2,185.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2018,5,spring
10144,2018-05-05,12,NoPromo,0.0,22,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,5,spring
10145,2018-05-05,12,SALE2017-05,95.4,3,317.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2018,5,spring
